DRI Number,Project Name,Water Usage,County,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
724,THE  MEADOWS AT BLACKS MILL,"120,000 gpd",Dawson,"120,000 gpd","119,400 gpd","119,400 gpd",0,Completed,TBD
723,COTTAGES AT DAWSON COUNTY,0.08121,Dawson,0.08121,0.08121,0.08121,0,Completed,TBD
722,Opus South Corp Royal 85,0.14,Fulton,0.14,0.14,0.14,0,Completed,TBD
721,Love's Travel Stop,"10,000 gpd",Bryan,"10,000 gpd","8,500 gpd","8,500 gpd",0,Completed,TBD
720,Southern Region Industrial Realty,.05 mgd,Chatham,.05,.05 mgd,.05,0,Completed,TBD
719,55 Ivan Allen,0.16mgd,Fulton,0.16mgd,0.16mgd,0.16mgd,0,Completed,TBD
718,New Hampstead,2.8 mgd,Chatham,2.8,2.8 mgd,2.8,0,Completed,TBD
716,Wynn-Capallo Tract,0.3 mgd,Chatham,0.3,0.3 mgd,0.3,0,Completed,TBD
715,"Center Point Development, Inc.",No water data,Cherokee,No water data,No water data,No water data,0,Terminated,TBD
714,The Village at Deaton Creek,0.4,Hall,0.4,0.4 mgd,0.4,0,Completed,TBD
713,"BCL Properties, L.L.C. Subdivision (A.K.A. High Point Trail Sub)",.04,Baldwin,.04,.04,.04,0,Completed,TBD
711,Phipps Tower,0.12 mgd,Fulton,0.12,0.1 mgd,0.1,0,Completed,TBD
709,The Villages at Gum Creek,0.17,Newton,0.17,015,015,0,Completed,TBD
708,Stratford on Peachtree,0.06 mgd,Fulton,0.06,0.05 mgd,0.05,0,Withdrawn,TBD
707,Riverside Business Park,No water data,Douglas,No water data,No water data,No water data,0,Withdrawn,TBD
706,Coweta Industrial Park,.32 mgd,Coweta,.32,.25 mgd,.25,0,Completed,TBD
705,Majestic Airport Center III,0.1058,Fulton,0.1058,0.1058,0.1058,0,Completed,TBD
704,LaGrange Commons,"750,000 mgd",Troup,"750,000","750,000 mgd","750,000",0,Completed,TBD
703,Oakley Township,"3,226",Fulton,"3,226","3,226","3,226",0,Completed,TBD
701,Completion of the Camden County JDA Spec. Building,No water data,Camden,No water data,No water data,No water data,0,Terminated,TBD
700,Infrastructure Expansion at Colonel's Island,No water data,Glynn,No water data,No water data,No water data,0,Terminated,TBD
699,RiverPlace Plantation Subdivision,0.10 mgd,Camden,0.10,0.10 mgd,0.10,0,Completed,TBD
698,Avalon/Thomas Enterprises,0.3902 mgd,Fulton,0.3902,0.3902 mgd,0.3902,0,Completed,TBD
697,Etowah Bend,0.283 mgd,Forsyth,0.283,0.246 mgd,0.246,0,Completed,TBD
696,Carey Station Road Tract,"90,900 gallons",Greene,"90,900 gallons","90,900 gallons","90,900 gallons",0,Completed,TBD
694,Lake Forest Phase IV,.0656,Camden,.0656,.0656,.0656,0,Completed,TBD
693,Douglas Hill Business Park (Addition),0.01 mgd,Douglas,0.01,0.1125 mgd,0.1125,0,Completed,TBD
692,Colbert Grove Church Road,0.220 mgd,Madison,0.220,No water data,No water data,0,Completed,TBD
691,Haddonfield,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
690,The Woodlands of Houston,No water data,Houston,No water data,No water data,No water data,0,Withdrawn,TBD
689,Independence,3.78 mgd,Liberty,3.78,3.21 mgd,3.21,0,Completed,TBD
688,Laciloa,"62,500 gal\pd",White,"62,500 gal\pd",,,0,Completed,TBD
687,Timberlake Subdivision,0.18,Effingham,0.18,0.15,0.15,0,Completed,TBD
686,PROVIDENCE TOWN CENTRE,0.11,Bibb,0.11,0.11,0.11,0,Completed,TBD
685,400 Crossroads,0.044 mgd,Forsyth,0.044,0.039 mgd,0.039,0,Completed,TBD
684,The Boss King Group,No water data,Houston,No water data,No water data,No water data,0,Withdrawn,TBD
683,Care Environmental Solid Waste Handling Facility,No water data,Lowndes,No water data,No water data,No water data,0,Terminated,TBD
682,Timber Ridge Preserve,55 (thousand)  gals.  per day,Peach,55 (thousand)  gals.  per day,55 (thousand) gals. per day,55 (thousand) gals. per day,0,Completed,TBD
681,Cobb Galleria Performing Arts Center,0.09125 mgd,Cobb,0.09125,0.07935 mgd,0.07935,0,Completed,TBD
680,Glen Chatham Project,.18,Jackson,.18,.15,.15,0,Completed,TBD
679,Toy Wright Mixed-Use Development,,Jackson,,.11 mgd,.11,0,Completed,TBD
678,Jackson Way Subdivision,not needed by state per water authority,Jackson,not needed by state per water authority,not needed by state per water authority,not needed by state per water authority,0,Completed,TBD
677,Cassville-Pine Log Road Development,No water data,Bartow,No water data,No water data,No water data,0,Withdrawn,TBD
676,Kubota,0.084 mgd; 2.5 mg/month,Jackson,0.084,0.084 mgd,0.084,0,Completed,TBD
674,4-W Farms,0.6 mgd,Jackson,0.6,0.6 mgd,0.6,0,Completed,TBD
672,Anderson Tract Warehouse Distribution,.0072,Chatham,.0072,.0072,.0072,0,Completed,TBD
671,Kubota Manufacturing of America (KMA),0.084 mgd; 2.5 mg/ month,Jackson,0.084,0.084 mgd,0.084,0,Withdrawn,TBD
670,"Levko Land Development, LLC",.025,Jackson,.025,.025,.025,0,Completed,TBD
669,"Commercial, Office and Residential Mixed Use",.44 mgd,Jackson,.44,.37 mgd,.37,0,Completed,TBD
668,Trinity Chapel Church of God,0.004 mgd,Cobb,0.004,0.004 mgd,0.004,0,Completed,TBD
666,Hidden Hills at Harbor Club,.036,Greene,.036,.034,.034,0,Completed,TBD
665,Commerce Distribution Center,.069,Jackson,.069,.059,.059,0,Completed,TBD
663,Exley Tract North and Exley Tract South,0.68,Effingham,0.68,0.59,0.59,0,Completed,TBD
662,Echo Road Industrial Park,0.0326,Douglas,0.0326,0.0326,0.0326,0,Completed,TBD
661,"Timbersouth Properties, Salem at Kirkland",0.155,Newton,0.155,0.155,0.155,0,Completed,TBD
660,Parkway Development,.16 mgd,Pike,.16,.116 mgd,.116,0,Completed,TBD
659,Coventry Station,0.17016mgd,Fulton,0.17016mgd,0.17016mgd,0.17016mgd,0,Completed,TBD
658,White Creek,0.333 mgd,Paulding,0.333,0.290 mgd,0.290,0,Completed,TBD
657,Bristol Community,"18,500",Gordon,"18,500","18,500","18,500",0,Completed,TBD
656,High Meadows,0.106,Columbia,0.106,0.066,0.066,0,Completed,TBD
655,Cherokee Asphalt Plant,0.0001,Cherokee,0.0001,0.0001,0.0001,0,Completed,TBD
654,The Villages of West Cobb,0.151 mgd,Cobb,0.151,0.126 mgd,0.126,0,Completed,TBD
653,Nacoochee Village,.5mgd,White,.5mgd,1.50 mgd,1.50,0,Completed,TBD
652,"JamDat Development, LLC",0.65,Henry,0.65,0.23,0.23,0,Completed,TBD
651,Big Springs,1.1 mgd,Troup,1.1,1.1 mgd or less due to consumpt.,1.1,0,Completed,TBD
650,Century Center at Braselton,No water data,Jackson,No water data,No water data,No water data,0,Terminated,TBD
649,Dellinger Property,.35,Bartow,.35,.35,.35,0,Completed,TBD
648,Riverbrooke,No water data,Forsyth,No water data,No water data,No water data,0,Terminated,TBD
647,Tuscan Landing,.09,Camden,.09,No water data,No water data,0,Terminated,TBD
645,Riverfront Estates,No water data,Camden,No water data,No water data,No water data,0,Terminated,TBD
644,River Place Plantation,No water data,Camden,No water data,No water data,No water data,0,Terminated,TBD
641,Bass Road Market,0.20,Bibb,0.20,0.15,0.15,0,Completed,TBD
639,Blanton Park-Roberts Hall,No water data,Lowndes,No water data,No water data,No water data,0,Terminated,TBD
638,"Herrington Road Partners, LLC (Highway 316 West of Harbins Rd.)",No water data,Gwinnett,No water data,No water data,No water data,0,Withdrawn,TBD
637,Buford Distribution Center,0.132 mgd,Gwinnett,0.132,0.115 mgd,0.115,0,Completed,TBD
636,Parkside,0.2656 mgd,Oconee,0.2656,0.21248 mgd,0.21248,0,Completed,TBD
635,WEST PARK PLACE,0.14 mgd,Gwinnett,0.14,0.14 mgd,0.14,0,Completed,TBD
634,North 85 Industrial Park at White Fox Center,0.015 mgd,Barrow,0.015,0.015 mgd,0.015,0,Completed,TBD
633,I-75 Industrial Park,0.05 mgd,Spalding,0.05,0.05 mgd,0.05,0,Withdrawn,TBD
632,Rock Creek Chapel Road MUD,0.230,DeKalb,0.230,0.192,0.192,0,Completed,TBD
631,Guy Cooper Road Subdivision,,Jackson,,,,0,Completed,TBD
630,Apalachee Oaks,.0426,Jackson,.0426,.0213,.0213,0,Completed,TBD
629,Sheep Pasture Road Tract,.043,Jackson,.043,,,0,Completed,TBD
628,Sofkee Industrial Park,unknown,Bibb,unknown,unknown,unknown,0,Completed,TBD
627,Frazier Tract,not provided by the applicant,Jackson,not provided by the applicant,,,0,Completed,TBD
626,Whitehorse,.174 mgd,Newton,.174,.157 mgd,.157,0,Completed,TBD
625,Crossroads Baptist Church of Newnan,.0854 mgd,Coweta,.0854,on site wastewater treatment/septic tank and drainfields,on site wastewater treatment/septic tank and drainfields,0,Completed,TBD
624,Lost Creek,0.638 mgd,Paulding,0.638,.555 mgd,.555,0,Completed,TBD
623,Grove Street Partners,.04,Jackson,.04,.01,.01,0,Completed,TBD
622,Valentine Industrial Park,,Jackson,,,,0,Completed,TBD
621,Tree Park Apartment Homes,.123 mgd,Hall,.123,.123 mgd,.123,0,Completed,TBD
620,Ridgeway Church Road Tract,.22,Jackson,.22,.22,.22,0,Completed,TBD
619,RAF,.015 mgd,Liberty,.015,.015 mgd,.015,0,Completed,TBD
618,Sanderson Farms,2.2,Colquitt,2.2,1.7,1.7,0,Completed,TBD
617,Gables Metropolitan III,0.1 mgd,DeKalb,0.1,0.087 mgd,0.087,0,Completed,TBD
616,Grants Chapel,0.458 mgd,Paulding,0.458,0.399 mgd,0.399,0,Completed,TBD
615,Mustang Ridge Subdivision,.052,Gordon,.052,.042,.042,0,Completed,TBD
614,Reserve at Cranbrook (a.k.a. Reserve at Cheshire Bridge),0.303 mgd,Fulton,0.303,0.303 mgd,0.303,0,Completed,TBD
613,THE AVENUES - WEBB GIN CORNERS,0.2 mgd,Gwinnett,0.2,0.2 mgd,0.2,0,Completed,TBD
612,The Reserve,0.0575 mgd,Habersham,0.0575,0.138 mgd,0.138,0,Withdrawn,TBD
611,The Village at Apalachee,.600 mgd,Greene,.600,.450 mgd,.450,0,Completed,TBD
610,Castlegate Mixed Use Development,.0593 mgd,Fulton,.0593,.0538 mgd,.0538,0,Completed,TBD
609,IRON MOUNTAIN,.153,Bartow,.153,.153,.153,0,Completed,TBD
608,Circle 75 Project,0.439,Cobb,0.439,0.439,0.439,0,Completed,TBD
607,Bethany Park One,0.014,Morgan,0.014,0.012,0.012,0,Completed,TBD
606,"Toyo Tire North America, Inc., a new manufacturing facility",0.75,Bartow,0.75,0.75,0.75,0,Completed,TBD
605,Discovery Tract,0.124 mgd,Cobb,0.124,0.1221 mgd,0.1221,0,Completed,TBD
604,Stonebridge at Newnan Crossing,.15,Coweta,.15,newnan utilities,newnan utilities,0,Completed,TBD
603,Kronospan Manufacturing Facility,.158 mgd,Haralson,.158,.08 mgd,.08,0,Completed,TBD
602,Peachtree Portal,"266,000 mgd",Fulton,"266,000","266,000 mgd","266,000",0,Completed,TBD
601,Powell Business Park,No water data,Coweta,No water data,No water data,No water data,0,Withdrawn,TBD
600,The Villas at Henderson Ridge,"15,300 gal.",Gordon,"15,300 gal.","15,300 gal.","15,300 gal.",0,Completed,TBD
599,Henderson Ridge Development,"16,100",Gordon,"16,100","16,100","16,100",0,Completed,TBD
598,Georgia Pacific/Hardin Tracts,0.156 mgd,Greene,0.156,0.156 mgd,0.156,0,Completed,TBD
597,Liberty Crossing - Phase II,.08,Jackson,.08,.07,.07,0,Completed,TBD
596,Proposed Condominium Development (no name),0.22 mgd,Habersham,0.22,0.22 mgd,0.22,0,Withdrawn,TBD
595,Goodson Distribution Center,0.015,Fulton,0.015,0.015,0.015,0,Completed,TBD
594,HOPEWELL AT BLACKS MILL CREEK,.121 mgd,Dawson,.121,.121 mgd,.121,0,Completed,TBD
593,"Atlanta Auto Auction, Inc. dba Georgia Dealers Auto Auction",less than 500 gallons/day,Fulton,less than 500 gallons/day,,,0,Completed,TBD
592,The Market Place,No water data,Chatham,No water data,No water data,No water data,0,Terminated,TBD
591,The Forum at Newnan Crossing and Newnan Crossing II,0.184 mgd,Coweta,0.184,0.160 mgd,0.160,0,Completed,TBD
590,Fieldstone Farms,0.2 mgd,Walker,0.2,0.13 mgd,0.13,0,Completed,TBD
589,The Meadows,.215 mgd,Troup,.215,.215 mgd,.215,0,Completed,TBD
588,Sheffield Park,0.512 mgd,Paulding,0.512,0.445 mgd,0.445,0,Completed,TBD
587,Sheffield Highlands,0.945 mgd,Paulding,0.945,0.822 mgd,0.822,0,Completed,TBD
586,Mohawk Home / Hard Surface (A.K.A. Alladdin Manufacturing Corp),.01 mgd,Gordon,.01,.01 mgd,.01,0,Completed,TBD
585,Lakeside Golf Course Redevelopment,.312,Fulton,.312,.162,.162,0,Completed,TBD
584,Wal- Mart,No water data,Forsyth,No water data,No water data,No water data,0,Terminated,TBD
583,Braselton Distribution Center - Phase I,.041,Jackson,.041,.035,.035,0,Completed,TBD
582,The Georgia Club,0.35,Barrow,0.35,0.30,0.30,0,Completed,TBD
581,Brockton Loop Road Tract,not provided by the applicant,Jackson,not provided by the applicant,,,0,Completed,TBD
580,Highway 129 Property,.19 mgd,Jackson,.19,.18 mgd,.18,0,Completed,TBD
579,Brooks Loop Property,.6 mgd,Jackson,.6,.5 mgd,.5,0,Completed,TBD
578,Holly Springs Road Industrial Park,.075 (mgd) per applicant,Jackson,.075 (,.075 (mgd) per applicant,.075 (,0,Completed,TBD
577,South Atlanta Road Development,0.385 mgd,Cobb,0.385,0.32 mgd,0.32,0,Completed,TBD
576,The Forum at Newnan Crossing,No water data,Coweta,No water data,No water data,No water data,0,Withdrawn,TBD
575,Mullins Crossing Shopping Center,0.6,Columbia,0.6,0.5,0.5,0,Completed,TBD
574,Riverside Subdivision Phase 2,"115,000",Gordon,"115,000","115,000","115,000",0,Completed,TBD
573,#1 (Oglethorpe Landing) / #2 (Savannah River Apartments),total (.34 mgd); #1 (.11mgd); #2 (.23 mgd),Chatham,total (.34,total (.34 mgd); #1 (.11mgd); #2 (.23 mgd),total (.34,0,Completed,TBD
572,Terminus West Business Park,0.02 mgd,Douglas,0.02,0.02 mgd,0.02,0,Completed,TBD
571,Northeast Georgia Medical Center/ Hospital System,2.933 mgd (refer to water needs analysis),Hall,2.933,0.223 mgd (refer to waterwater needs analysis),0.223,0,Completed,TBD
570,Highway 129 Property,not provided,Jackson,not provided,not provided,not provided,0,Withdrawn,TBD
569,Etowah Shoals Master Plan,"363,000 gpd",Cherokee,"363,000 gpd","335,000 gpd","335,000 gpd",0,Completed,TBD
568,Big Pines Farm,est. .1365 mgd,Spalding,est. .1365,.1356 mgd,.1356,0,Completed,TBD
567,Chestatee Crossroads,.298 mgd,Forsyth,.298,.259 mgd,.259,0,Completed,TBD
552,Twin Lakes Community Development,1.102 mgc,Fulton,1.102 mgc,.998 mgd,.998,0,Completed,TBD
551,Mundy Mill,1.4,Hall,1.4,1.4,1.4,0,Completed,TBD
550,Wisteria Square,No water data,Gwinnett,No water data,No water data,No water data,0,Terminated,TBD
549,Oconee Waste Transport,"unknown, but low",Oconee,"unknown, but low","unknown, but low","unknown, but low",0,Completed,TBD
548,Improvements to the Franklin-Hart County Airport,<0.0001 mgd,Franklin,<0.0001,<0.0001 mgd,<0.0001,0,Terminated,TBD
547,Fox Run,No water data,Cherokee,No water data,No water data,No water data,0,Withdrawn,TBD
546,Liberty Crossing,.12 mgd,Jackson,.12,.11 mgd,.11,0,Completed,TBD
545,Oakland Plantation,2.5 mgd,Lee,2.5,2.1 mgd,2.1,0,Completed,TBD
544,Ford Park of Commerce,.02 mgd,Bryan,.02,.02 mgd,.02,0,Completed,TBD
543,Coweta County Industrial Park,0.25mgd,Coweta,0.25mgd,0.2 mgd,0.2,0,Completed,TBD
540,Yargo Township,,Barrow,,"+/- 130,000","+/- 130,000",0,Completed,TBD
539,The International Village at Chamblee,0.1224 mgd,DeKalb,0.1224,0.1224 mgd,0.1224,0,Completed,TBD
538,Polly Creek Village,.325,Effingham,.325,.26,.26,0,Completed,TBD
537,Kohl's Southeast Distribution Center,.02,Bibb,.02,.02,.02,0,Completed,TBD
536,Commerce Square,.04 - .05,Jackson,.04 - .05,.04 - .05,.04 - .05,0,Completed,TBD
535,Coweta Industrial Park,No water data,Coweta,No water data,No water data,No water data,0,Withdrawn,TBD
534,Coahulla Creek Villages,0.248,Whitfield,0.248,0.239,0.239,0,Terminated,TBD
533,The Mill at Covered Bridge,0.153 mgd,Cobb,0.153,0.133 mgd,0.133,0,Completed,TBD
532,South Fulton Municipal Regional Water Supply Reservoir,No water data,Fulton,No water data,No water data,No water data,0,Withdrawn,TBD
531,Parkside Village,.14,Coweta,.14,.14,.14,0,Completed,TBD
530,Bryan Farms,not provided,Jackson,not provided,not provided,not provided,0,Completed,TBD
529,Morgan Lakes PUD,.45 mgd,Chatham,.45,.45 mgd,.45,0,Completed,TBD
528,Kelly Plantation,.58 mgd,Henry,.58,.46 mgd,.46,0,Completed,TBD
527,Carrollton Station,.06 mgd,Carroll,.06,.06 mgd,.06,0,Completed,TBD
526,W Buckhead - Hotel and Residences,.098187mgd,Fulton,.098187mgd,.08538mgd,.08538mgd,0,Completed,TBD
525,Reynolds Construction  Asphalt Plant Project,No water data,Glynn,No water data,No water data,No water data,0,Terminated,TBD
524,Lee Farms,0.529 mgd,Lee,0.529,0.460 mgd,0.460,0,Completed,TBD
523,"Kedron Village retail center, Phases 2 and 3",No water data,Fayette,No water data,No water data,No water data,0,Terminated,TBD
522,Proposed Wal-Mart # 1018-00,No water data,Dodge,No water data,No water data,No water data,0,Terminated,TBD
521,Victor Tract,,Jackson,,,,0,Completed,TBD
519,Midtown Grand,.233mgd,Fulton,.233mgd,.144 mgd,.144,0,Completed,TBD
518,The Canterbury at Lake Lanier,"2,782,224 gallons per day",Hall,"2,782,224 gallons per day","2,782,224 gallons per day","2,782,224 gallons per day",0,Completed,TBD
517,Carmichael Farms,0.2 mgd,Cherokee,0.2,0.018 mgd,0.018,0,Completed,TBD
516,Cartergrove Plantation,1.1,Bartow,1.1,1.0,1.0,0,Completed,TBD
515,Carriage Ridge (in Harbor Club),No water data,Greene,No water data,No water data,No water data,0,Terminated,TBD
514,West Highlands,0.6,Fulton,0.6,0.6,0.6,0,Completed,TBD
513,Avery Park Planned Development,0.14 mgd,Coweta,0.14,0.20 mgd,0.20,0,Completed,TBD
512,Cascades,0.290,Fulton,0.290,.154 mgd,.154,0,Completed,TBD
511,Laurel Island Coastal Community,0.15 mgd,Camden,0.15,0.12-0.15 mgd,0.12-0.15,0,Completed,TBD
509,Suwanee Dam Road Tract,0.15,Gwinnett,0.15,0.13,0.13,0,Completed,TBD
508,Upgrade to Wastewater Treatment Facility,0.4,Jackson,0.4,0.5,0.5,0,Completed,TBD
507,Rice Hope Development,1.57,Chatham,1.57,1.25,1.25,0,Completed,TBD
506,Hamilton Mill Road Retail Center,0.16 mgd,Gwinnett,0.16,0.16 mgd,0.16,0,Completed,TBD
505,Tim Wilbanks Development,not provided by applicant,Jackson,not provided by applicant,not provided by applicant,not provided by applicant,0,Completed,TBD
491,Pinecrest Baptist Church,No water data,Henry,No water data,No water data,No water data,0,Withdrawn,TBD
489,Tree Corners Apartments,.107,Gwinnett,.107,.093,.093,0,Completed,TBD
485,Cedar Ridge Apartments,"36,400 per day  or .0364 mgd",Polk,"36,400 per day  or .0364","56,000 per day or .056 mgd","56,000 per day or .056",0,Completed,TBD
483,Richmond Hill Plantation,"262,500 gpd",Bryan,"262,500 gpd","262,500 gpd","262,500 gpd",0,Completed,TBD
482,River's Station - W. Fayetteville Road,0.317 mgd,Clayton,0.317,0.276 mgd,0.276,0,Completed,TBD
481,Wal-Mart (Hudson Bridge Road),0.04,Henry,0.04,0.04,0.04,0,Completed,TBD
480,Bramblett Tract - Holiday Cemetery Road,,Jackson,,,,0,Completed,TBD
479,Laceola,"62,500 gal/pd",White,"62,500 gal/pd",tbd,tbd,0,Completed,TBD
478,Stonegate,"89,444 gpd     .894 mgd",Polk,"89,444 gpd     .894","137,600 gpd   .1376 mgd","137,600 gpd   .1376",0,Withdrawn,TBD
477,Perimeter Ford Redevelopment,0.047,Fulton,0.047,0.047,0.047,0,Completed,TBD
476,Kensington Subdivision,"23,400",Gordon,"23,400","23,400","23,400",0,Completed,TBD
475,McEver Project,not provided,Jackson,not provided,,,0,Completed,TBD
474,Concrete Mixing Plant,.008 mgd,Paulding,.008,No water data,No water data,0,Completed,TBD
473,Indian Creek Industrial Park,not provided,Jackson,not provided,,,0,Completed,TBD
472,Jackson Mill,not provided by developer,Jackson,not provided by developer,not provided by developer,not provided by developer,0,Completed,TBD
471,Schultz-Butner Road Tract,0.360 mgd,Fulton,0.360,0.326 mgd,0.326,0,Completed,TBD
470,Proposed Wal-Mart #5422-00,.004mgd,Decatur,.004mgd,.003mgd,.003mgd,0,Completed,TBD
469,Michigan Air Compressor Industry (MACI),.2 mgd,Jackson,.2,.2 mgd,.2,0,Completed,TBD
468,Collier Properties Industrial Park,not provided,Jackson,not provided,not provided,not provided,0,Completed,TBD
467,Dewey White Rezoning,not provided,Jackson,not provided,"400,000 gallons per day in sewer cappacity of the approximate 283.8 acres of property to develop which will include this specific 63.7 acres of multifamily dwellings","400,000 gallons per day in sewer cappacity of the approximate 283.8 acres of property to develop which will include this specific 63.7 acres of multifamily dwellings",0,Completed,TBD
466,Tolbert Residential Property,not provided,Jackson,not provided,not provided,not provided,0,Completed,TBD
465,"Oldcastle Materials Southeast, Inc. DBA SRM Aggregate(Maddox Road)",No water data,DeKalb,No water data,No water data,No water data,0,Withdrawn,TBD
464,"Talmo Developers, LLC",not provided,Jackson,not provided,not provided,not provided,0,Completed,TBD
463,Towne Mill,0.401mgd,Cherokee,0.401mgd,0.354,0.354,0,Completed,TBD
462,Ready Mix USA Concrete Facility - McEver Road,we recycle our proceess water for 80% of total water.,Gwinnett,we recycle our proceess water for 80% of total water.,".01%-15 people with 1 bathroom, sink and coffee station",".01%-15 people with 1 bathroom, sink and coffee station",0,Completed,TBD
461,The Concrete Company,"7,000 gallons per day",Walton,"7,000 gallons per day","27,000 gallons per day","27,000 gallons per day",0,Completed,TBD
460,Wal-Mart Supercenter,.004,Decatur,.004,.003,.003,0,Completed,TBD
459,U.S 27 Retail Center,.004mgd,Decatur,.004mgd,.003mgd,.003mgd,0,Completed,TBD
458,Mulberry Township,0.332 mgd,Paulding,0.332,0.289 mgd,0.289,0,Completed,TBD
457,Chattahoochee Village II,1.114 mgd,Fulton,1.114,0.995 mgd,0.995,0,Completed,TBD
456,The Georgia Acquarium,0.097 mgd,Fulton,0.097,0.085 mgd,0.085,0,Completed,TBD
